seed_query,place_name,user_name,rating,review_text,review_date,stage2_completed,stage2_finished_at
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Sinh Ngọc,5 sao,,7 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Trinh Lê Huệ,5 sao,,7 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Đăng Vương Nguyễn,2 sao,,7 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Tan Thien Truong,3 sao,,7 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Lộc Nguyễn Thành,3 sao,,7 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Trung Nguyen,3 sao,,7 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,06 NGÔ THỊ THU HÀ (06 NGÔ THỊ THU HÀ),5 sao,,8 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Ẩm Thực Trung Hoa (Nông Dân Trung Hoa),5 sao,,8 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Lê Thiên An,5 sao,,8 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,my nguyen,5 sao,,8 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,NGUYEN BA CHINH,3 sao,,8 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Chinh Nguyen,3 sao,,8 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Duy Trương Nhật,1 sao,,8 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Jackie Harry,3 sao,,8 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,hoàng anh lê vũ,5 sao,,8 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,cong thanh Nguyen,5 sao,,8 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Ngoc Chau Nguyen,5 sao,,8 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Thảo Hồ,4 sao,,8 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Anh Tuan,4 sao,,8 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Luận Công,5 sao,,8 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Manh Cuong Pham,5 sao,,8 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Thuật Nguyễn,4 sao,,8 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Hoàng Đình Cường,5 sao,,8 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Nhan Le,5 sao,Tốt,8 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Phạm Thị Mỹ Linh,4 sao,Tốt,8 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Buu Vo,3 sao,,8 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,khương Vũ Phi,5 sao,,Thời gian chỉnh sửa: 8 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Quyết Hữu,5 sao,,8 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Vinh Nguyen,1 sao,,8 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Quốc Đoan Trịnh,5 sao,,8 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Phước Liêu,5 sao,,9 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Ngạn Trần,5 sao,,9 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,DANG HAI HUYNH,5 sao,,9 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Linh Trinh,4 sao,,9 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Quỳnh Vũ,3 sao,,9 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Ken Trần,5 sao,,9 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Henry Nguyễn,5 sao,,9 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Trọng Nhân Nguyễn,5 sao,,10 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Minh Nhựt Bùi,4 sao,,10 năm trước,True,2026-05-22T23:49:01
Hoa Sen Home,Tập đoàn Hoa Sen Nhà cung cấp vật liệu xây dựng · 183 Đ. Nguyễn Văn Trỗi,Phước Hiền Trần,5 sao,,10 năm trước,True,2026-05-22T23:49:01
