brand,place_name,user_name,rating,review_text,review_date,review_date_raw,cleaned_review_text,sentiment_label,sentiment_score,score_positive,score_negative,score_neutral,aspect_service,aspect_price,aspect_product,aspect_showroom,aspect_delivery
Hoa Sen Home,HOA SEN HOME THỦ ĐỨC Cửa hàng vật liệu xây dựng · 843 Nguyễn Duy Trinh,Jerry Ho,5,"Thuộc hệ thống bán lẻ của tập đoàn Hoa Sen, Hoa Sen Home có Show room đẹp, nhân viên tư vấn nhiệt tình, có đầy đủ tất cả trang thiết bị nội ngoại thất, giá sỉ. Đặc biệt nếu bạn đang lo lắng về chi phí thiết kế, bản vẽ khi có dự định xây nhà …",2026-05-22,3 năm trước,"thuộc hệ thống bán lẻ của tập đoàn hoa sen, hoa sen home có show room đẹp, nhân viên tư vấn nhiệt tình, có đầy đủ tất cả trang thiết bị nội ngoại thất, giá sỉ. đặc biệt nếu bạn đang lo lắng về chi phí thiết kế, bản vẽ khi có dự định xây nhà",Positive,0.9921,0.9921,0.0021,0.0058,True,True,True,True,False
Hoa Sen Home,HOA SEN HOME THỦ ĐỨC Cửa hàng vật liệu xây dựng · 843 Nguyễn Duy Trinh,Phan Nhien,5,To rộng rãi. Dể bán vật liệu xây dựng,2025-08-25,9 tháng trước,to rộng rãi. dể bán vật liệu xây dựng,Negative,0.9847,0.0044,0.9847,0.0108,False,False,True,True,False
Hoa Sen Home,HOA SEN HOME THỦ ĐỨC Cửa hàng vật liệu xây dựng · 843 Nguyễn Duy Trinh,Xuân Khiêm Nguyễn,5,"Dịch vụ tốt, giao hàng nhanh ! Tuy nhiễn giá  cao.",2026-05-22,2 năm trước,"dịch vụ tốt, giao hàng nhanh ! tuy nhiễn giá cao.",Neutral,0.5018,0.2737,0.2244,0.5018,False,True,True,False,True
Hoa Sen Home,HOA SEN HOME THỦ ĐỨC Cửa hàng vật liệu xây dựng · 843 Nguyễn Duy Trinh,Lê Thiên An,5,"Hàng đa dạng, tư vấn nhiệt tình",2026-05-22,3 năm trước,"hàng đa dạng, tư vấn nhiệt tình",Positive,0.9928,0.9928,0.0018,0.0054,True,False,True,False,False
Hoa Sen Home,HOA SEN HOME THỦ ĐỨC Cửa hàng vật liệu xây dựng · 843 Nguyễn Duy Trinh,Ngân Yến,4,"Showroom Hoa Sen Home có bán đầy đủ và gần như toàn bộ về VLXD và nội thất, có gạch ngói, thiết bị vệ sinh, nhà bếp, nhà tắm, công cụ dụng cụ...",2026-05-01,Thời gian chỉnh sửa: 3 tuần trước,"showroom hoa sen home có bán đầy đủ và gần như toàn bộ về vlxd và nội thất, có gạch ngói, thiết bị vệ sinh, nhà bếp, nhà tắm, công cụ dụng cụ...",Negative,0.9354,0.0274,0.9354,0.0373,False,False,True,True,False
Hoa Sen Home,HOA SEN HOME THỦ ĐỨC Cửa hàng vật liệu xây dựng · 843 Nguyễn Duy Trinh,Mỹ Anh,5,"Hoa Sen Home đa dạng vật liệu xây dựng, từ tôn, sắt thép đến đồ nội thất cơ bản đều có. Không gian trưng bày gọn gàng, dễ xem, nhân viên tư vấn ổn. …",2026-04-22,một tháng trước,"hoa sen home đa dạng vật liệu xây dựng, từ tôn, sắt thép đến đồ nội thất cơ bản đều có. không gian trưng bày gọn gàng, dễ xem, nhân viên tư vấn ổn.",Positive,0.9919,0.9919,0.0019,0.0062,True,False,True,True,False
Hoa Sen Home,HOA SEN HOME THỦ ĐỨC Cửa hàng vật liệu xây dựng · 843 Nguyễn Duy Trinh,Khoa LTM,5,,2026-05-22,Thời gian chỉnh sửa: một năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,HOA SEN HOME THỦ ĐỨC Cửa hàng vật liệu xây dựng · 843 Nguyễn Duy Trinh,Tuấn Nguyễn,5,,2026-02-21,3 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,HOA SEN HOME THỦ ĐỨC Cửa hàng vật liệu xây dựng · 843 Nguyễn Duy Trinh,Thuy,5,,2025-11-23,6 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,HOA SEN HOME THỦ ĐỨC Cửa hàng vật liệu xây dựng · 843 Nguyễn Duy Trinh,Hiển Đinh,4,,2025-09-24,8 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,HOA SEN HOME THỦ ĐỨC Cửa hàng vật liệu xây dựng · 843 Nguyễn Duy Trinh,ṔȞǏ ŇǦṎČ ŠṎŇ,5,,2026-05-22,một năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,HOA SEN HOME THỦ ĐỨC Cửa hàng vật liệu xây dựng · 843 Nguyễn Duy Trinh,Nguyễn Hữu Trương,3,,2026-05-22,2 năm trước,,Neutral,1.0,0.0,0.0,1.0,False,False,False,False,False
Hoa Sen Home,HOA SEN HOME THỦ ĐỨC Cửa hàng vật liệu xây dựng · 843 Nguyễn Duy Trinh,Phúc Nguyễn,5,,2026-05-22,2 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,HOA SEN HOME THỦ ĐỨC Cửa hàng vật liệu xây dựng · 843 Nguyễn Duy Trinh,Hoang Pham,5,,2026-05-22,3 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,Đồng Quang Nhật,5,"Cảnh đẹp, người đẹp.
Nhân viên có view ngồi ăn trưa ngoài công viên rất chill.
Tết nhất tất bật nhưng mọi người đều chăm chỉ làm việc. …",2026-02-21,3 tháng trước,"cảnh đẹp, người đẹp. nhân viên có view ngồi ăn trưa ngoài công viên rất chill. tết nhất tất bật nhưng mọi người đều chăm chỉ làm việc.",Positive,0.9929,0.9929,0.0018,0.0053,True,False,True,True,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,Danh Nguyễn,5,"Showroom mới, đẹp, đẳng cấp, đa dạng mặt hàng đáp ứng cho nhu cầu xây dựng, sửa chữa nhà ở, công trình.",2026-02-21,3 tháng trước,"showroom mới, đẹp, đẳng cấp, đa dạng mặt hàng đáp ứng cho nhu cầu xây dựng, sửa chữa nhà ở, công trình.",Positive,0.9926,0.9926,0.0021,0.0053,False,False,True,True,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,thúy an Lê thị,5,"Showroom nằm ở vị trí đẹp, không gian rộng, bố trí sản phẩm đẹp, nhiều hãng nổi tiếng. Đường rộng để được xe ô tô tham quan thoải mái. Showroom còn có quầy cafe phục vụ khách hàng.",2026-02-21,3 tháng trước,"showroom nằm ở vị trí đẹp, không gian rộng, bố trí sản phẩm đẹp, nhiều hãng nổi tiếng. đường rộng để được xe ô tô tham quan thoải mái. showroom còn có quầy cafe phục vụ khách hàng.",Positive,0.9928,0.9928,0.002,0.0052,True,False,True,True,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,Sỹ Just,5,"Bố cục trưng bày khá thẩm mỹ, sp đa dạng. Nếu có ctr khuyến mãi sẽ mua hàng tại đây",2026-02-21,3 tháng trước,"bố cục trưng bày khá thẩm mỹ, sp đa dạng. nếu có ctr khuyến mãi sẽ mua hàng tại đây",Positive,0.9923,0.9923,0.0022,0.0055,False,True,True,True,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,Vũ Hoàng,4,"showroom đẹp, đẳng cấp và đa dạng mặt hàng nhất khu Sala",2026-02-21,3 tháng trước,"showroom đẹp, đẳng cấp và đa dạng mặt hàng nhất khu sala",Positive,0.9928,0.9928,0.002,0.0052,False,False,True,True,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,Quyết Hữu,5,"Quá Đẳng cấp, bước tiến mới của hệ thống cung cấp vật liệu xây dựng",2026-02-21,3 tháng trước,"quá đẳng cấp, bước tiến mới của hệ thống cung cấp vật liệu xây dựng",Negative,0.9598,0.008,0.9598,0.0322,False,False,True,True,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,Hồ Nhung,5,"Nhân viên nhiệt tình , sp chất lượng",2026-02-21,3 tháng trước,"nhân viên nhiệt tình , sp chất lượng",Positive,0.937,0.937,0.0144,0.0486,True,False,True,False,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,Quân Nguyễn,5,Showroom quá đẹp,2026-02-21,3 tháng trước,showroom quá đẹp,Positive,0.9929,0.9929,0.0017,0.0054,False,False,True,True,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,Đồng Trần Hữu,5,Tuyệt vời,2026-02-21,3 tháng trước,tuyệt vời,Positive,0.9928,0.9928,0.0021,0.0051,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,trường nguyễn hữu,5,quá đẹp,2026-02-21,3 tháng trước,quá đẹp,Positive,0.9929,0.9929,0.0017,0.0054,False,False,True,True,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,Hiep Nguyen,5,Tốt,2026-02-21,3 tháng trước,tốt,Positive,0.978,0.978,0.0018,0.0202,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,Joanna dH Kiwi,5,"Mình ghé showroom tham khảo các mẫu gạch xây nhà và các bạn nhân viên tư vấn rất nhiệt tình. Đặc biệt cảm ơn chị Minh Khánh đã tư vấn rất tận tâm, hỗ trợ thêm mình tư vấn phối màu gạch rất đẹp.",2026-05-22,23 giờ trước,"mình ghé showroom tham khảo các mẫu gạch xây nhà và các bạn nhân viên tư vấn rất nhiệt tình. đặc biệt cảm ơn chị minh khánh đã tư vấn rất tận tâm, hỗ trợ thêm mình tư vấn phối màu gạch rất đẹp.",Positive,0.9929,0.9929,0.0017,0.0053,True,False,True,True,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,Nathan Dong,5,"Tôi rất thích chuyến tham quan phòng trưng bày! Mọi thứ trông thật tuyệt vời, và nhân viên thì vô cùng nhiệt tình. Không gian và dịch vụ đều rất tốt! …",2026-02-21,3 tháng trước,"tôi rất thích chuyến tham quan phòng trưng bày! mọi thứ trông thật tuyệt vời, và nhân viên thì vô cùng nhiệt tình. không gian và dịch vụ đều rất tốt!",Positive,0.9929,0.9929,0.0019,0.0052,True,False,False,True,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,ṔȞǏ ŇǦṎČ ŠṎŇ,5,,2026-05-15,một tuần trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,Hậu Nghĩa Trần Phúc,5,,2026-04-22,một tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,Nguyễn Hồ Minh Thy,5,,2026-02-21,3 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,Khoa Diệp Trần Anh,5,,2026-02-21,3 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,Đạt Cao Quang,5,,2026-02-21,3 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,Vân Mâyy,5,,2026-02-21,3 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,Ngoc Nguyen,5,,2026-02-21,3 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,quân trịnh ngọc,5,,2026-02-21,3 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,Thung Đặng Trần,5,,2026-02-21,3 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,NGUYEN THAI Lam,5,,2026-02-21,3 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,Linh Đinh Ngọc,5,,2026-02-21,3 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,Nguyễn Ngọc,5,,2026-02-21,3 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home An Khánh Cửa hàng vật liệu xây dựng · 72 Nguyễn Cơ Thạch,Duy Linh Nguyen,5,,2026-02-21,3 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Củ Chi - HCM Văn phòng công ty · 209A Hà Duy Phiên,Blue Ckc,5,Rất nhiều sản phẩm,2026-05-22,5 năm trước,rất nhiều sản phẩm,Positive,0.9711,0.9711,0.0031,0.0258,False,False,True,False,False
Hoa Sen Home,Hoa Sen Home - Củ Chi - HCM Văn phòng công ty · 209A Hà Duy Phiên,Hà Nguyễn,5,Tuyệt vời,2025-06-26,11 tháng trước,tuyệt vời,Positive,0.9928,0.9928,0.0021,0.0051,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Củ Chi - HCM Văn phòng công ty · 209A Hà Duy Phiên,Thuật Nguyễn,5,,2026-05-22,6 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Củ Chi - HCM Văn phòng công ty · 209A Hà Duy Phiên,lê phượng,4,,2026-05-22,6 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Tân Sáng Tạo Cửa hàng vật liệu xây dựng · 78g Cầu Phú Long,Thu Thủy Nguyễn Thị,5,Sản phẩm chất lượng và rất OK nha. Lần sau m sẽ ủng hộ tiếp,2025-12-23,5 tháng trước,sản phẩm chất lượng và rất ok nha. lần sau m sẽ ủng hộ tiếp,Positive,0.9926,0.9926,0.0015,0.0059,False,False,True,False,False
Hoa Sen Home,Hoa Sen Home - Tân Sáng Tạo Cửa hàng vật liệu xây dựng · 78g Cầu Phú Long,truong vinh,5,Sản phẩm uy tín và chất lượng,2025-12-23,5 tháng trước,sản phẩm uy tín và chất lượng,Positive,0.9902,0.9902,0.0015,0.0083,False,False,True,False,False
Hoa Sen Home,Hoa Sen Home - Tân Sáng Tạo Cửa hàng vật liệu xây dựng · 78g Cầu Phú Long,Trần Trung Kiên,5,"Phục vụ chu đáo, hàng chất lượng giá hợp lý.",2026-04-22,một tháng trước,"phục vụ chu đáo, hàng chất lượng giá hợp lý.",Positive,0.9867,0.9867,0.0016,0.0117,True,True,True,False,False
Hoa Sen Home,Hoa Sen Home - Tân Sáng Tạo Cửa hàng vật liệu xây dựng · 78g Cầu Phú Long,Thu Huyền,5,,2025-12-23,5 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Tân Sáng Tạo Cửa hàng vật liệu xây dựng · 78g Cầu Phú Long,Hải Phượng Nguyễn,5,,2025-12-23,5 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Biên Hòa Cửa hàng vật liệu xây dựng · 282 Đ. Đồng Khởi,Tiên Thuỷ,5,"sản phẩm tốt, uy tín và chất lượng, hàng đúng Hoa Sen, sẽ quy lại ủng hộ nếu có thêm nhu cầu",2026-05-22,5 năm trước,"sản phẩm tốt, uy tín và chất lượng, hàng đúng hoa sen, sẽ quy lại ủng hộ nếu có thêm nhu cầu",Positive,0.9922,0.9922,0.0016,0.0062,False,False,True,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Biên Hòa Cửa hàng vật liệu xây dựng · 282 Đ. Đồng Khởi,Nguyen Phuong,5,"Sản phẩm chất lượng và uy tín, mua nhiều chỗ nhưng thấy chỗ này giá OK và chính hãng của Hoa Sen nên khá yên tâm, mua mấy chỗ khác nhiều lúc ko kiểm tra dễ bị tráo hàng lắm.",2026-05-22,6 năm trước,"sản phẩm chất lượng và uy tín, mua nhiều chỗ nhưng thấy chỗ này giá ok và chính hãng của hoa sen nên khá yên tâm, mua mấy chỗ khác nhiều lúc ko kiểm tra dễ bị tráo hàng lắm.",Positive,0.9864,0.9864,0.0025,0.0112,False,True,True,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Biên Hòa Cửa hàng vật liệu xây dựng · 282 Đ. Đồng Khởi,Võ Xuân Ngọc,5,"Hàng hóa đúng chủng loại yêu cầu, giá cả tương đối hợp lý so với chỗ khác.Vì là CH của hoa sen nên rất tin tưởng về chất lượng.",2026-05-22,6 năm trước,"hàng hóa đúng chủng loại yêu cầu, giá cả tương đối hợp lý so với chỗ khác.vì là ch của hoa sen nên rất tin tưởng về chất lượng.",Positive,0.9925,0.9925,0.0018,0.0056,False,True,True,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Biên Hòa Cửa hàng vật liệu xây dựng · 282 Đ. Đồng Khởi,Liên Lê Thị Kim,5,"Nơi mua sắm vật tư uy tín, đa dạng và được trải nghiệm",2026-05-22,một năm trước,"nơi mua sắm vật tư uy tín, đa dạng và được trải nghiệm",Positive,0.9927,0.9927,0.0021,0.0052,False,False,True,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Biên Hòa Cửa hàng vật liệu xây dựng · 282 Đ. Đồng Khởi,Kyduyen Luc,5,"sản phẩm tốt, uy tín và chất lượng, hàng đúng Hoa Sen",2026-05-22,5 năm trước,"sản phẩm tốt, uy tín và chất lượng, hàng đúng hoa sen",Positive,0.9925,0.9925,0.0016,0.0059,False,False,True,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Biên Hòa Cửa hàng vật liệu xây dựng · 282 Đ. Đồng Khởi,Hậu Nguyễn,5,Đã mua hàng ở đây. Cảm thấy rất hài lòng.,2026-05-22,7 năm trước,đã mua hàng ở đây. cảm thấy rất hài lòng.,Positive,0.9929,0.9929,0.0017,0.0054,False,False,True,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Biên Hòa Cửa hàng vật liệu xây dựng · 282 Đ. Đồng Khởi,John8822mk,5,"vật liệu đa dạng, giá hợp lý, phục vụ ổn.",2026-04-22,một tháng trước,"vật liệu đa dạng, giá hợp lý, phục vụ ổn.",Positive,0.9868,0.9868,0.0018,0.0114,True,True,True,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Biên Hòa Cửa hàng vật liệu xây dựng · 282 Đ. Đồng Khởi,Bui Xuan Nam,5,good job,2026-05-22,Thời gian chỉnh sửa: 7 năm trước,good job,Neutral,0.6306,0.1127,0.2566,0.6306,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Biên Hòa Cửa hàng vật liệu xây dựng · 282 Đ. Đồng Khởi,Sơn Nguyễn,5,,2026-04-22,một tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Biên Hòa Cửa hàng vật liệu xây dựng · 282 Đ. Đồng Khởi,Quan Hoang,5,,2026-04-22,một tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Biên Hòa Cửa hàng vật liệu xây dựng · 282 Đ. Đồng Khởi,Long Minh,5,,2025-06-26,11 tháng trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Biên Hòa Cửa hàng vật liệu xây dựng · 282 Đ. Đồng Khởi,Cn Trảng Bom,5,,2026-05-22,6 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Biên Hòa Cửa hàng vật liệu xây dựng · 282 Đ. Đồng Khởi,Phạm Lưu Niên,5,,2026-05-22,6 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Biên Hòa Cửa hàng vật liệu xây dựng · 282 Đ. Đồng Khởi,Huong Do,5,,2026-05-22,7 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,Hoa Sen Home - Cửa Hàng Biên Hòa Cửa hàng vật liệu xây dựng · 282 Đ. Đồng Khởi,Nam Buixuan,5,,2026-05-22,7 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Thuận An Cửa hàng vật liệu xây dựng · XM2H+WJ9, Đ. Cách Mạng Tháng Tám",Doãn Hải,5,"nhân viên nhiệt tình, tư vấn kỹ kang, giao hàng đúng",2026-05-22,6 năm trước,"nhân viên nhiệt tình, tư vấn kỹ kang, giao hàng đúng",Positive,0.792,0.792,0.1219,0.0861,True,False,True,False,True
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Thuận An Cửa hàng vật liệu xây dựng · XM2H+WJ9, Đ. Cách Mạng Tháng Tám",Thái Thanh Vũ,4,Mua tole Hoa Sen được bảo đảm chất lượng,2026-05-22,4 năm trước,mua tole hoa sen được bảo đảm chất lượng,Positive,0.9906,0.9906,0.0017,0.0077,False,False,True,False,False
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Thuận An Cửa hàng vật liệu xây dựng · XM2H+WJ9, Đ. Cách Mạng Tháng Tám",NguyensonDigital,4,Khong du chung loai chon lua.,2026-05-22,7 năm trước,khong du chung loai chon lua.,Negative,0.9848,0.0039,0.9848,0.0113,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Thuận An Cửa hàng vật liệu xây dựng · XM2H+WJ9, Đ. Cách Mạng Tháng Tám",Quý Khôi Phùng,1,Gọi điện mấy lần k nghe máy,2026-05-22,4 năm trước,gọi điện mấy lần k nghe máy,Negative,0.9392,0.0092,0.9392,0.0516,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Thuận An Cửa hàng vật liệu xây dựng · XM2H+WJ9, Đ. Cách Mạng Tháng Tám",An Thạnh - Bình Dương Hoa Sen,5,tôn hoa sen bình dương,2026-05-22,Thời gian chỉnh sửa: 2 năm trước,tôn hoa sen bình dương,Positive,0.9856,0.9856,0.0022,0.0122,False,False,True,False,False
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Thuận An Cửa hàng vật liệu xây dựng · XM2H+WJ9, Đ. Cách Mạng Tháng Tám",cong manh Nguyen,5,Tôn Hoa Sen Chi Nhánh An Thạnh,2026-05-22,7 năm trước,tôn hoa sen chi nhánh an thạnh,Positive,0.9421,0.9421,0.0079,0.05,False,False,True,False,False
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Thuận An Cửa hàng vật liệu xây dựng · XM2H+WJ9, Đ. Cách Mạng Tháng Tám",Anh Hoàng,4,Rất rẻ,2026-05-22,5 năm trước,rất rẻ,Positive,0.9895,0.9895,0.0016,0.009,False,True,False,False,False
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Thuận An Cửa hàng vật liệu xây dựng · XM2H+WJ9, Đ. Cách Mạng Tháng Tám",Khoa Mr,1,Nhân viên mất lịch sự,2026-05-15,một tuần trước,nhân viên mất lịch sự,Negative,0.9838,0.004,0.9838,0.0122,True,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Thuận An Cửa hàng vật liệu xây dựng · XM2H+WJ9, Đ. Cách Mạng Tháng Tám",Ngoc Lan Dao,4,,2026-05-22,một năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Thuận An Cửa hàng vật liệu xây dựng · XM2H+WJ9, Đ. Cách Mạng Tháng Tám",Khoa LTM,5,,2026-05-22,3 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Thuận An Cửa hàng vật liệu xây dựng · XM2H+WJ9, Đ. Cách Mạng Tháng Tám",Mỷ Ngân Nguyễn Thị,5,,2026-05-22,3 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Thuận An Cửa hàng vật liệu xây dựng · XM2H+WJ9, Đ. Cách Mạng Tháng Tám",Thanh Minh audio,3,,2026-05-22,3 năm trước,,Neutral,1.0,0.0,0.0,1.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Thuận An Cửa hàng vật liệu xây dựng · XM2H+WJ9, Đ. Cách Mạng Tháng Tám",Hung Phan,5,,2026-05-22,4 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Thuận An Cửa hàng vật liệu xây dựng · XM2H+WJ9, Đ. Cách Mạng Tháng Tám",Thuật Nguyễn,5,,2026-05-22,5 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"Hoa Sen Home - Cửa Hàng Thuận An Cửa hàng vật liệu xây dựng · XM2H+WJ9, Đ. Cách Mạng Tháng Tám",be ut,5,,2026-05-22,6 năm trước,,Positive,1.0,1.0,0.0,0.0,False,False,False,False,False
Hoa Sen Home,"HOA SEN HOME - Bà Rịa 2 - Vũng Tàu Cửa hàng vật liệu xây dựng · G6P2+FVV, QL56",Đỗ Nguyễn Thành Tiến,5,"Trải nghiệm mua hàng tuyệt vời, nhân viên hỗ trợ nhiệt tình, đầy đủ các loại mặt hàng cần thiết khi xây dựng. Nói chung là rất đáng đồng tiền khi trải nghiệm dịch vụ, xây nhà xong cũng yên tâm.",2026-05-01,3 tuần trước,"trải nghiệm mua hàng tuyệt vời, nhân viên hỗ trợ nhiệt tình, đầy đủ các loại mặt hàng cần thiết khi xây dựng. nói chung là rất đáng đồng tiền khi trải nghiệm dịch vụ, xây nhà xong cũng yên tâm.",Positive,0.9929,0.9929,0.0019,0.0052,True,True,True,False,False
